id,age_years,primary_language,scenario_type,description,reasoning_process,peer_dynamics,cultural_tension,outcome,emotional_growth,location,symbolic_logic,wisdom_gained,neural_embedding,recorded_at
mostly53-30ef-43ca-9aba-f3dd746a9828,16,Hausa,social,A,location,"2024--0},-0.1279,-1.19,-0.14,11.03,0.28390024,1.",primaryembedding,location,integrity,emotional {,", s",ethicalembedding_,":0.}452, ",2024-04-03 23:15:00
mostlye2-04f0-4bfa-982e-0c21e4b6adaa,19,Amharic,academic,primary_,_,He_at,} ,", ",independence,"independencetype, ",description , ,", ",2025-07-17 21:30:00
mostlyce-4061-4b28-beeb-6ad4d4d1bf0f,15,Yoruba,identity,: ,", ",empathy,} ,wisdom,empathy,: ,", ", :,A ,2024-01-19 18:22:00
mostlyd3-ba98-487b-a882-d5e7c7a84981,17,Zulu,identity,ethical,: ,", ",: ,:{,leadership,wisdom,He,integrity,location,2025-06-16 00:34:00
mostly1f-bd52-44aa-a60e-f7b923fd9e00,19,Oromo,academic,,emotional ,Me mp and f perc a andg ded andoaing school atsl thees p.,neural-en,: ,integrity,,: ,1_dynamics,"age, ",2024-06-15 19:23:00
mostly86-0df2-4e60-b789-99bd9598d43a,19,Amharic,identity,"A-,-090.76963.66,-.",", ",symbolic-,location,2024-T-01040.,independence,2025{,reasoning_ ,", ",: ,2025-05-23 21:42:00
mostly74-c896-44f5-9c3a-c82c8baffab6,18,Igbo,social,":00,",", ",: ,2024-.,"adolescence-0.49,0.,",creativity,: ,wisdom_embedding,",",location ,2025-07-02 09:40:00
mostlyfe-f1ce-42e7-ab17-562ef4cb9164,13,Shona,identity,A.,: ,"Peal aers pyedit.i the inal,  p",", ",",0",independence,wisdom,aget; toytesed and toi l for a thess with ber;.,description,scenarioes (,2025-07-13 18:56:00
mostly75-b2f4-42e3-b134-823638372792,17,Zulu,entrepreneurial,", ",location,: ,", ",wisdom_tensiondynamics,critical_thinking,S,"emotional_scenario:-0.0903,0.4,10.030948},1.",location,,2024-06-15 00:40:00
mostlyfd-3cd8-491a-a9da-7c579c3bbeec,15,Amharic,identity,: ,"Aoalrleespall and and msingalent-c to fp toy, andi; aerss withfers.",",0.054,11.",emotional_gained,outcome,creativity,"Ar py c, ",2025symbolic,2024__dynamicsat,", ",2025-03-20 22:20:00
mostly1b-e1a0-4777-bc73-3b89f8f08ca9,16,Zulu,social,"Res, ","emotional, ",} {,age_type,recorded_dynamics,critical_thinking,"Hgrowthe, Ethiopia p andio foredsal the denings: {",: {,: ,"}, ",2024-06-11 18:28:00
mostlydc-5ced-42fd-86f9-217ff4a1e8b0,17,Igbo,innovation,", ",A pi,C,A in{,age_dynamics,resilience,"-0.883,",{_language,", ",2024_years-,2024-11-10 14:48:00
mostly1c-2b1f-48b8-b2b6-8cbefb68bb3d,18,Amharic,entrepreneurial,If,: ,", ",symbolic},"reasoning_n:-0.307,2.661.6800",independence,adolescencem ,"_,",emotional_language,primary,2024-08-06 21:29:00
mostly6e-4cb2-4df7-8042-2f27857b961d,15,Yoruba,academic,reasoningneurals.,D_logic,adolescence_embedding,description,scenario,creativity,description,reasoning_logic,}} ,primary_,2024-02-04 22:37:00
mostly24-664e-49f6-930c-7a4d7890b2a0,19,Hausa,entrepreneurial,",, ",_years,A,emotionalgrowth-0.84,peer_logic,independence,primary,"20250.030329,ing0.",: ,", ",2024-06-19 09:10:00
mostlyb5-2547-4244-b85c-8644ad76c82b,18,Hausa,academic,description,emotional,adolescenceer.,2024-: ,", ",resilience,emotional_at,reasoning_,"emotional: scenarioat,",description,2024-03-10 13:59:00
mostlye4-e255-45d7-bb92-a4b1da9f5e1d,16,Yoruba,social,outcome,peer_growth,cultural_,description,recordedrs ,independence,",","scenariolanguagesc em, ",descriptionage,emotionalage_gained,2024-03-16 13:12:00
mostlydc-03f1-4c22-8031-8ed318d1c5e5,14,Hausa,identity,2024,primary,symbolic,outcome,", {",independence,A,cultural_embedding,adolescence,", ",2025-03-29 10:32:00
mostlyc4-b126-4439-9657-eaaaaee7a2a8,19,Zulu,social,age_at,"reasoning_-0.04,0.5",location,"-0.1,0.,0.4901,--0 and,0.",emotional_years,empathy,Heeaecs and aoraer a ts ,"B, ",},wisdom in,2024-06-15 14:15:00
mostly41-523e-4657-b742-a0873d79c259,14,Oromo,academic,recorded_logic,",A a for,-,-_",reasoning_,} ,"agetensionararingts-1.,-11.",independence,", ",location_language,cultural_gained,recorded_tension,2024-10-03 18:41:00
mostly65-935b-4814-ac13-52c34a0f6e24,14,Swahili,identity,", ",outcome,scenarioemotional_growth,adolescence,A,resilience,"Aes,0.201.39,T 0.150,0.5,-10-0.169725,-0.69,-0.,-1: 84528,-.63-156.",primary_language,"outcome05er, Southy_ aersp citsed ait aerese inllar,-0.",cultural_type,2024-04-30 16:34:00
mostlyc6-ed42-4d3d-90cb-701f24c1e63f,19,Oromo,cultural,C,scenario,symbolic_,wisdom,S ,creativity,2024-0817: ,: ,P,independence,2024-03-29 14:16:00
mostlydb-304f-492b-96d5-d7e6eb184698,13,Hausa,cultural,", ",A,emotional_0:e.04;_dynamics,description,"-ageT01 to,-0.",leadership,He-lar ,"Dtypeug a arle schoolsede andal,er sp forsalsent and b.s f,, ",descriptionat,adolescence,2024-07-10 23:20:00
mostly88-9311-4134-aee5-38d648f18caa,13,Zulu,entrepreneurial,culturalyearstension: ,cultural_years,description,age_tension,location,independence,"emotional_at–tensioners,0.",2024,reasoning_language,primary_language,2024-05-23 01:55:00
mostlyc5-4d61-49f3-b7a7-4812e2b56aa3,19,Oromo,entrepreneurial,emotional_logic,", ","-0-0.89,0.140:9,-0.-,-02460.0,1.54,-060.330.07",_,Al s,independence,symbolicat; a ines b withan,The,"A-, ",Aery- and; in.,2025-04-06 14:45:00
mostly79-5486-4c27-9b00-831c34277eab,13,Zulu,identity,peer_type,2024_type,,"scenario_, ",", 6",independence,A,A ,emotional_ ,primary_,2024-04-19 01:16:00
mostlycb-b72f-4cfd-b3a9-43778e2b2773,19,Oromo,academic,symbolic_logic,", ",", ",scenario_at,leadership,leadership,symbolic,", ",location,"202406-20 and,0. ",2024-01-09 04:37:00
mostly3d-769c-4af8-998a-82590490693b,15,Oromo,social,"-03.0,1..9-0.24,, ",description,}} {{,", ",scenarioAr m p a with toyes with.,resilience,"S_-s,_-",wisdom_at,outcome,Theet,2024-03-04 22:30:00
mostly62-1a4c-415f-aaec-43b3e8917698,16,Zulu,identity,age_years,adolescence,: ,cultural,"2024-0.769,",integrity,recorded,", ",scenarioero,location ,2024-07-25 23:58:00
mostly40-fbbc-46b1-b255-bdc9be064302,13,Shona,academic,wisdom_growth,: ,2025 ,empathy,reasoning,resilience,"Heic,_process",recorded_logic,recorded_gained,{,2024-09-05 13:17:00
mostly47-c49f-4cff-bcd3-58273536b1fe,14,Oromo,innovation,Ss,adolescence,age_embedding,description,", ",critical_thinking,She,2024,cultural_tension,B: ,2024-02-23 12:56:00
mostly1c-0c8f-46f6-bb92-b4b8da684dd4,15,Hausa,identity,location,", ","primarypeer, ",: ,A,creativity,,"scenario,",primary_{,", ",2024-08-29 11:02:00
mostly35-829f-4102-8832-36190b7ace6f,14,Yoruba,social,scenarioS,empathy,"Heoingr dwli;yc lers a theleso fs,.",age_years,reasoning_at,resilience,adolescence,":-0.01,00",recorded_at:,symbolic_tension,2024-04-11 01:28:00
mostlyd9-7547-434f-b95f-3a7b672bf930,18,Hausa,entrepreneurial,description,", ",", ",cultural,-0.658-.233: ,leadership,neural_dynamics,}} ,A,", ",2024-05-04 09:08:00
mostly4e-3810-4d40-906b-287c55ade2eb,14,Hausa,identity,2025growth.,"A in, ",", ",reasoning_type,", ",integrity,"C-0.3901,-0..201724.33,0.9",_years,Friends_,: 17 a ,2025-03-11 13:45:00
mostly6d-d222-4813-b444-3c3f2dc090a6,13,Oromo,innovation,peer_language,", ",scenario_process,cultural_,A,leadership,,S_tensiont,}: ,emotional_gained,2025-09-30 21:39:00
mostly0f-8bc8-4227-9bd0-357ba77b4f90,18,Oromo,social,"A, ",age_t,: ,age_logic,wisdomat,independence,reasoning ,"--72407T1,0.03,--1.2, ",He1cg.6t a: school to.,cultural,2024-02-26 04:28:00
mostly26-1756-46f0-b260-e38648e76050,17,Hausa,cultural,empathy_,He,2025_growth,Hentialeser ford p aar.,age_type,integrity,age_gained,peer_embedding,symbolic,cultural,2024-04-16 22:10:00
mostly7c-62fb-435a-a40d-e3d8d3a0cacf,14,Oromo,entrepreneurial,"}, ",A ,emotional7_at, ,: ,resilience,independence.,C,Atension,"peerprimaryatyen ergederssingesa a, for:s stt c.",2024-05-24 04:38:00
mostly25-9ace-43c5-85b1-5df75a27a362,19,Igbo,ethical,emotional_gained,: ,scenario_gained,He,He.,integrity,Shee: {,He_logic,empathy-02.-T,primary_logic,2024-05-26 13:02:00
mostlyb4-dab8-4c5b-a1c6-75b9d2d95003,19,Swahili,entrepreneurial,"emotional-10-1.-1156,1.138,-0..",emotional_language,description,cultural_,Hausa_,integrity,"Pe to and totaa, cer for.",", ",recorded_process,description,2024-07-24 12:05:00
mostly49-eadf-4efe-92bc-1ed9c2e3740f,17,Yoruba,cultural,In,age_growth,",",age_growth{,"}-0.5031,-0.96,0.83 92,0.4.469,015.9,-110.24339108-1-03.,0.2",creativity,adolescence,emotional_language,,: ,2025-06-09 23:02:00
mostly4f-9d6b-437d-99be-40985893b4ca,15,Yoruba,academic,symbolic_language,Ai,", ",cultural__growth,The_dynamics,independence,"Shet, ","Friends1a, eleat",neurallogic,location,2024-01-24 09:32:00
mostlyaa-d8fc-40d4-8904-35b154fa9e8f,15,Hausa,ethical,2025,culturalsymbolicerseed.,", ",cultural_at,", {",independence,recorded,: ,{,"M, ",2025-06-23 07:12:00
mostly6a-6ffd-4996-a2d3-5c17bac68400,18,Amharic,ethical,wisdom_language,location,She ,primary_dynamics,}}} {,critical_thinking, ,location,"2024tension,",outcome ,2024-11-15 15:35:00
mostly24-e66d-4157-ae47-b9e0829a74d8,17,Igbo,identity,2024embedding,cultural_yearser:_years,", ",: ,emotional,independence,"At so, ",cultural_years,location in,reasoning_gained_process,2025-04-22 20:23:00
mostly82-a77b-4d55-a691-004ec413fcfb,18,Yoruba,cultural,reasoninglocation,emotional_gained,location,":-0.4380,0119, ",", ",leadership,recorded_language,"The-0.9,1.",cultural__tensionat,scenario {,2024-11-02 18:23:00
mostly03-2165-4342-ac7d-6534c2f15058,13,Igbo,ethical,A_,: ,} ,scenario_language,2025_,empathy,", ",2024,},reasoning_embedding,2024-03-30 19:11:00
mostly71-45d0-464b-8407-54bf6ad54206,17,Shona,academic,primary_:,emotional_tension,,: ,location,resilience,_logic,primary,She,location,2024-06-07 02:58:00
mostly15-5109-45a2-9520-29d19d5f1f2f,14,Yoruba,identity,,symbolic_logice,: ,Friends_process,A,integrity,O,description,"-0.13:}4956,1.",", ",2025-09-09 05:55:00
mostlyc3-f37f-47f5-bfae-ed2750cd8b0e,17,Hausa,entrepreneurial,_embedding,cultural,description,"2024,",symbolic-05T.}2,leadership,",",",",H,scenario_at,2024-05-10 23:00:00
mostlya3-8805-40b3-b534-59611d7fd0b5,18,Amharic,identity,", ","primary_growth8,at",_gained,",_years",reasoning_process,creativity,He ,outcome ,recorded_location,peer_logic,2025-09-30 21:39:00
mostlyfb-250b-46c2-8cd4-cc2a8e4f0aaa,17,Zulu,academic,", ",2024ated fner sg,"2025--,--0.03240T,--1,0.",recorded_embedding,},empathy,"location , Nigeria",recorded,age_process,He_at,2025-04-05 19:22:00
mostlye3-1ce1-4a66-a37d-17bb10cfacad,13,Hausa,cultural,primary00,neural_,A,emotional_at,", ",integrity,symbolic_at,wisdom_logic,Friends: ,wisdom_years,2024-10-24 17:32:00
mostlyc4-74f4-4cee-89d6-b87e14bfb04e,15,Yoruba,social,", ",: ,description ,emotionalgrowth_.,cultural_process,creativity,C,"Ifseringes;; withlersi,.",age_years,A,2024-04-24 17:38:00
mostlydc-991c-47e7-8582-f8079f3e2158,13,Igbo,ethical,", ",", ",", ",neural_attension:t.,A student in,integrity,"-2804-1023,-.152305,-0.695660,",cultural and dit. ,recorded},2025_at,2024-10-11 18:08:00
mostlyb4-9354-4f39-84c2-4bc29e227154,18,Zulu,social,"A, ","The-11ing, ",adolescence_,0,"Hes, ",empathy,: ,adolescence,", ",", ",2024-12-31 22:26:00
mostly43-f906-4e6d-8f9a-37d6f091897f,19,Swahili,innovation,symbolic_language,", ","description, ","R, {",",",creativity,: ,cultural,-0-,reasoning_tension,2025-07-08 09:28:00
mostlyc9-b8e0-40b9-8fb8-e226480fb859,17,Hausa,cultural,", ",A,: {,_process,emotional,leadership,,wisdom_logic,recordeddynamics,symbolic ,2024-04-10 02:04:00
mostly97-958b-485b-9b73-1de021aad6ab,15,Oromo,identity,", ",P}3 ,_gained,2024dynamics,scenarioemotional ,resilience,scenario_years,"A-ingal ,0.",peer_es ,recorded_years:,2025-07-06 23:52:00
mostly86-337a-42dd-9c54-8813d818b895,16,Hausa,ethical,} in{,recorded_type,peer_at,recordedgrowth,"-0.0226839220.,-0.",leadership,"Ses, mes p schoolet, ",", ","He,language.",description,2025-02-09 05:19:00
mostlya8-2e6a-4a0d-8bac-5c0c1de39eec,16,Yoruba,academic,peer_dynamics,,2024: ,H,Friends-0.,resilience,neurals_,outcomeee inesing;itoresaring ont iningers,reasoning ,symbolic,2024-11-16 22:58:00
mostlya6-b23d-4974-96a3-d9867b0a1587,15,Shona,social,scenario_type,"He_languagedat c,-Ting,- ands.",Ps,"location_ ann, p-ing a,-es.",neural_logic,empathy,"-0.4-9, Ethiopia--0.0363,0.",peer_type,", 0.",{peerscenarioeres_,2025-08-26 13:16:00
mostlyea-430c-4524-93a1-e45c6c4d59c1,15,Yoruba,identity,}03 {,wisdom__,primary_,location,", ",resilience,scenarioA s.,_-0.,_: ,", ",2024-06-24 22:50:00
mostly49-13d0-448c-83b6-687d671f6c1f,19,Amharic,ethical,"If, ",-00.,} {,", ",leadership,integrity,"-0.28-12,-0.15-0.3,0.929,-0.-1.3,-0.",cultural_embedding{,Al , ,2024-04-30 18:15:00
mostly17-2103-4578-afa8-5f3206625bab,13,Amharic,ethical,"-2.56--0.39, ,1.48, ", ,age_growth,: ,},integrity,", ",scenariolanguage seringenyle a- m.,symbolic_gained,description,2025-05-01 12:42:00
mostly1c-8415-4a6a-9bfb-2d2b9dc55a70,13,Shona,academic,outcome,S: {,R,neuralage ,C_0:_,resilience,2025,Aes a l lio foryeing toogingo fit.,} ,: ,2024-03-31 02:30:00
mostly85-321d-49c2-b80d-cc0c07bdfcdb,14,Zulu,identity,outcome,wisdom_s,She,"Friendses, Nigeria-es1.",: ,creativity,},neural,2024er1-06,descriptionlogic,2025-07-01 05:15:00
mostly91-1ab2-4a1e-8278-88bf5b618339,14,Shona,academic,", ",He,description,: ,primary_tension,resilience,",_language","recorded}, location",",.",", ",2024-03-29 20:16:00
mostly45-3ec8-4990-a0e1-16a053b7add7,17,Hausa,social,A,S,He_,location,wisdom-28,leadership,recorded_at,",0.",outcome,He,2025-09-30 21:39:00
mostly48-9a41-4053-8f30-750afa500220,16,Oromo,cultural,primary__language,: ,outcome,reasoning_process,R ,resilience,scenario_c0: ,description_years,cultural_,primary_language,2024-06-24 18:26:00
mostly94-6a95-46a7-bfe7-c8c59208a3ff,13,Swahili,identity,recorded_type,Huen.,: , ,adolescence_-03 ,independence,", ",Eeoeics.409,scenario_type,A for,2024-02-15 02:21:00
mostly7e-46d6-4488-8874-d74af9ba37b4,13,Oromo,ethical,independence,: ,cultural_type,_,S,integrity,"culturalSinge a mersierl lu to and,-",} ,"2024-0.179,28",C,2025-02-09 22:35:00
mostly0d-9b7e-46a8-bf30-4f50828aac30,17,Zulu,identity,primary a_on,scenario ,outcome,description,outcome,empathy,recorded_growth,scenario_,2024-0.,peer_type,2025-09-30 21:39:00
mostly0f-9bae-4d44-b2b0-a48a8f5def74,16,Hausa,entrepreneurial,location,Some_-0,", ",recordedser_ to,location,independence,wisdom_gained,reasoning_,description,He,2024-11-23 07:41:00
mostly76-afee-4c46-901d-3c2212ca1849,19,Amharic,social,}-0.,", ",", ","Het wt wrr ss, Nigeriac, ",",at",critical_thinking,", ",Hausa,emotional,cultural_ ,2025-06-13 02:32:00
mostly3a-4c22-43ef-81d8-6f5eea06b6fe,18,Igbo,innovation,", ",She,", ",The_process,"He.3, s",critical_thinking,reasoning_},recorded_type,", ",: {,2025-07-24 21:18:00
mostlya3-4f51-4dc4-8041-4befc536c6d2,16,Swahili,ethical,cultural,description,", ",description,", ",leadership,_process,,age a ,He,2025-06-20 16:45:00
mostlybf-6f58-4e29-aeeb-bab049e96a52,18,Shona,ethical,: ,{,She,adolescence,: ,independence,location,outcome,If,: ,2024-03-28 15:01:00
mostly1a-b11e-4013-8535-afa5770688fc,16,Hausa,identity,}_gained,",-0.7207,0.01, ",: ,: ,", ",creativity,", ",2024-0.2,A,,2024-08-19 11:00:00
mostly27-674f-422e-83ca-b5dee38ae440,17,Hausa,ethical,ethical,cultural_years,description,peer.,A} p inalptor,creativity,", ",leadership{,: ,emotionaleor_language,2024-07-12 18:50:00
mostlyf1-c36a-49a0-abd2-fa9c7f6b27d3,19,Igbo,cultural,B,A , ,Sat: ,outcome,empathy,", ",: ,description,", ",2024-07-10 20:42:00
mostly49-91fe-4f32-99ab-e0fefbd0fdd6,17,Swahili,social,primary_at,"Ct foren s, ",: ,"outcome- and am.2835032, and, a.",B,independence,"Friendser selal wpw su; andaring;;s,ee bsids andit l m inaler s.",A,A ,leadership,2025-01-26 09:08:00
mostly20-2567-4796-8c6c-322c69d598bf,13,Amharic,cultural,C_type,reasoning-0602: ,{at,scenario_type,", ",resilience,}} ,"descriptionat-0.65,s-0,01,-097,-0.6,-0.90089,1.",", ",Hausa,2024-06-15 07:30:00
mostlyc1-f4d6-472c-8375-615cc689158e,19,Oromo,social,cultural_type,: ,wisdomprimary_tensiontype,2025,: ,leadership,outcome ,", ",1_-09ing: to.,:age,2024-12-28 00:27:00
mostlycd-89eb-42eb-bd18-38473356a3db,17,Zulu,identity,"H}s ciiey ap,- school.",", ",,age_gained,wisdom_type,creativity,: ,"-07.,10.",primary_{,"2024-}T11,0.58, ",2024-05-26 11:35:00
mostlye1-0928-40dd-96fb-3122056d203b,16,Swahili,social,2024,A,The_attype m,age_years,M,independence,emotional_growth,age,B ,-age_,2025-04-22 16:58:00
mostlydf-eb44-4886-b10a-e8e541feade9,13,Oromo,academic,location,neural_,recorded-0T9; for ar1.065,"C0, ",recorded,leadership,20246_at,: ,} {,scenario_S,2025-02-24 20:40:00
mostlyf7-9add-432e-b2aa-dfe01a1979fd,17,Hausa,cultural,cultural ,emotional_dynamics,symbolic_gained,2025,: ,leadership,recorded1_at,C,descriptionage,emotional_gained,2024-09-14 06:02:00
mostly01-f944-47a7-aa76-4ff4f571dcaa,17,Amharic,identity,2024_dynamics,leadershipgainede toiinged.,{_,description,"O in –ure aedealbts lit cerse,erp.",creativity,wisdom__,A,_years,empathy_language,2024-01-03 13:44:00
mostly55-adb9-4b99-822a-cbce6a55fdf6,13,Shona,academic,peer__tensiontension-_,S,Hausa,: years,cultural_tensionlanguage,empathy,age_years,cultural_S, ,", ",2024-06-17 22:08:00
mostly98-bea4-417e-8b8d-aa8581876223,14,Swahili,identity,adolescence,scenario_,outcome,C,peer_dynamics,resilience,reasoning_embedding,", ",symbolic_: {,emotional_,2024-03-09 05:38:00
mostlyfe-b7fa-4194-a756-e0e3c8b99c15,13,Igbo,cultural,B,A ,R,recorded_at,"2024, ",empathy,O,", ",: ,", ",2024-11-05 16:35:00
mostlyab-304d-4ec2-a5f1-90f6c11ceedb,14,Hausa,entrepreneurial,symbolic_embedding,symbolic_,-_tension,wisdom_gained,,independence,", ",cultural__logic,adolescence,reasoning_growth,2024-03-21 20:42:00
mostlycf-6b2b-4422-8204-c520338378fe,19,Zulu,identity,cultural_language,emotional,symbolic_language,Bm,neural_type,resilience,emotionalearn for: ,_growth,Hl and ,wisdom_-,2025-04-09 22:12:00
mostly8a-d921-4ef9-9ea3-80baebf35bd0,14,Yoruba,creative,A in mittsicor.,scenariodynamics,location,", ","}}}, {",creativity,cultural_language,age_years,"A, ",outcome,2025-07-07 12:29:00
mostlybe-ae1c-4034-b5ad-8ad5a8dc5ec2,15,Hausa,social,age_embedding,:,scenario,", ",C0.,resilience,{,"C a dre withes in;a f s toinges,atg.",emotional: ,outcome,2024-06-20 21:14:00
mostly4c-322f-430f-89fd-b8ffce089a4b,13,Swahili,academic,primary_dynamics,outcome,description,neural,S{,integrity,"_, ", ,cultural,", ",2025-03-30 17:17:00
mostlya3-d881-4005-be55-dec1fc3b5ba0,16,Swahili,social,neural_gained,In,202405-1.,reasoning_at,leadership,resilience,reasoning_years,cultural_m,", ",H,2025-04-10 02:03:00
mostlyc5-e355-4cc9-bbb2-65bde8b0870a,16,Hausa,ethical,A-T0.28,cultural_logic,", ",Am aeningcs a b cingg.,,integrity,: {,", ","A,0.07",recorded_type,2024-10-05 13:45:00
mostly57-dfff-44a5-b578-2828a11cbc75,14,Shona,academic,}{,A,In,: ,: ,resilience,agen,wisdom_embedding,emotional_language,Etype: ,2024-07-10 12:53:00
mostly4b-651d-4196-ab94-7eeba771882a,16,Hausa,entrepreneurial,: ,If and corg.,",",emotional,outcome,critical_thinking,: ,} a studentc d_al centlyoyedk in in.,outcome_years,S_,2024-03-13 20:20:00
mostlyd0-0ffb-4e10-96d6-333117c64c2a,15,Swahili,cultural,", ",cultural1: aa.,symbolicembeddingenp theorer l them faring cs c.,neural_gained,adolescence,critical_thinking,{,description,: ,culturalS ,2025-06-03 20:25:00
mostlyba-94f4-4ffa-ac33-25776c6da632,15,Zulu,ethical,wisdom7,peer_logic,cultural,H,reasoning ,integrity,emotional_,2024,primary_S,He- am ando torese withts.,2025-09-30 11:02:00
mostly71-8c2e-43ef-b86f-4f8c0f64aa0d,15,Zulu,social,adolescence,: ,recorded_dynamics,recorded_language,cultural_type,empathy,wisdom,", ","He0,ar.073849T117",peer_type,2025-05-28 10:35:00
mostlyee-febb-4f49-a2cc-35be8cb6c678,14,Swahili,innovation,Sheet,age_tensiondynamics,2024:00,", ",-T1-1.,leadership,: ,He,"She, ",scenario_gained,2025-09-24 01:34:00
mostly39-9c88-4e00-9144-692eb95d7a2c,18,Amharic,cultural,cultural_embedding,scenario_tensionageyears,", 17 ",Sheucal in,", ",integrity,,":-1.56.,2-1073445,1.0.",H m,A,2024-03-23 13:14:00
mostly57-4df5-469a-9612-b224173eb7d5,15,Zulu,identity,She_embedding,"Ao der, Southiters in bl and to.",: ,recorded_at,2025,creativity,age_type,peer,primary_embeddingprocess,"scenarioneuralageaterses, lal man c; ",2024-07-28 10:05:00
mostly9c-5049-4c58-854d-20113cb4d417,16,Yoruba,ethical,", {","He inrings, {",outcome,"S, ","symbolic-T-,-0.939,-0.",integrity,outcome,B ,"In-03T.31,:1.23","-1..3,--0.",2024-03-22 18:32:00
mostly0c-f568-4182-9186-840a209319dd,15,Zulu,social,", ",:,symbolic_at,wisdom_language,"2024-.06,08.820.",leadership,He,S_tension,2025}}00,adolescencescenario_gained,2025-08-25 23:53:00
mostlyf5-a055-40e9-a99f-8508b2514224,19,Zulu,identity,primary_logic,"Aa dw d, ",{,A aiar to torallingui.,_growth,independence,,age_logic ,neural_tension,H,2024-02-16 00:31:00
mostly4b-2bee-4260-90ec-5df57c2b363e,14,Zulu,entrepreneurial,}} {,S,", ",age_gained,"-0.287,0.24- {000..82924T1,03.9, ",independence,symbolic_dynamics,", ",cultural,A_logic,2025-02-28 01:40:00
mostly3b-46f5-4b0b-9db9-68fdc9f4e83d,15,Yoruba,entrepreneurial,He {,"1,.",: ,2025_language,Sembeddingkdee stlartleer to at,integrity,: ,"He {, ",} ,age_logic,2024-05-11 01:23:00
mostlyd6-afc1-443c-9960-8578cc39c932,16,Hausa,entrepreneurial,"recorded_-0T13034,-0.031.",:.,", ",H,", ",integrity,primary,B,M_m,reasoning_type,2024-06-24 11:59:00
mostlydc-7bc1-402f-9284-928299be8adf,15,Hausa,entrepreneurial,H,"primaryA-en: and,ar s ling .",: _language,"neural, ","emotional,} ",integrity,: ,location,description,primary_embedding,2024-03-22 11:23:00
mostlyce-db89-4ca5-9506-5ebb2401e1de,15,Yoruba,innovation,wisdom_process,}} ,The,", ",Aar: ,integrity,ethical.,,", ",: 19,2025-09-30 21:39:00
mostly53-17a3-4fe0-9a8f-bf6025e7c01a,17,Hausa,ethical,} ,"2024-020.41504,0.",age_type,1{,2024_,integrity,OAwan and s pens f aa thesyst c and forp,M_logic,20247,", ",2025-09-30 21:39:00
mostly2a-a04a-4a11-9d0c-2925b220c387,14,Swahili,entrepreneurial,independence,: ,neuralyears,If.,description,independence,_language,description,reasoninggained_,age_tension,2025-03-31 14:38:00
mostlyae-fcb1-4ca1-a32a-857d7e475627,19,Igbo,academic,scenario,Sing;e-arar-.8696289,{,scenario_growth: ,"-0.036,-}.48785",independence,: ,reasoning_years,The_embedding,"If,-. ",2024-09-09 17:21:00
mostly9f-9426-4564-8951-b66b35f8ee8a,17,Zulu,entrepreneurial,symbolicyearsenfssmeareriesing a and a st school as andes anding toed p.,reasoning_tension,cultural,Dgrowtherseala the balss.,cultural,resilience,neural_years,: ,_type,O ,2024-10-24 09:04:00
mostly46-e14b-4697-9762-dcc9fc014242,14,Swahili,innovation,", ",Af ,leadership in0.8,primary_growth,cultural_ing,independence,", ",age_at,wisdompeer_process,description: ,2024-10-29 15:03:00
mostlyff-28cc-4075-bd53-7798fcbaca4b,14,Oromo,entrepreneurial,"0,0..",scenario_type_c,She,Ife,A growth–.,critical_thinking,: ,"-s}.07121,0.0966,,0.455",: ,: ,2024-11-02 20:13:00
mostlyfb-1f3f-4225-b0e9-f5e8751a9b8d,16,Zulu,entrepreneurial,A_type,ethical,"Cyears to with inoy peed,_process",2024-.,Friends_,leadership,location,outcome,M_yearsembeddingiers aar: {,emotional_gained,2024-08-03 09:41:00
mostly07-66a6-49eb-9fe9-8ef268b8a74e,14,Igbo,identity,recorded_logic,scenario ,Ar,outcome,,leadership,recorded_tension,: ,recorded_type,description,2024-02-24 16:41:00
mostly92-13c9-498a-aebb-1aacdbf50d2d,18,Yoruba,social,2024,scenario_years,",",{,,resilience,outcome,: {,"}, ",adolescence,2024-11-30 16:30:00
mostly49-3094-4aae-9566-e2d6b09737d7,15,Swahili,identity,location,recorded_,neuralage_T,He,location,creativity,She.,He.,,age_dynamics,2025-05-21 02:15:00
mostly80-aa26-43e3-a876-f44fda0f8290,19,Amharic,ethical,", ",location5,_growth,The_gained,reasoning_growth,integrity,", 13","symbolicear,  and schoolersedal andes.",: ,"outcome0, ",2025-09-30 21:39:00
mostlyd4-e6e0-4e8d-a274-c34d53071d9e,15,Yoruba,cultural,recorded_growth,:dynamics,description,Friends} ,:00,leadership,M.12,}_type,symbolic_tension,reasoning: ,2024-10-04 01:32:00
mostlyd0-4eb9-43f5-b1b8-a1aa40f583e1,15,Hausa,cultural,scenario_years,He,S_{,,: 14{,leadership,P1.,recorded_tension ,scenario_languagelanguage,H,2024-07-09 21:11:00
mostlydc-2e1d-4598-a28a-c03272adf5b6,16,Hausa,social,"-,1-.4090.38586,-1.51:9,1.5,230,1.,5,",2025processat.,"neuralted,r_years.",wisdomat,", ",integrity,symbolic_tensionyears,recorded_-_at,"adolescence0.24,-0.",location,2025-06-23 11:32:00
mostly36-c02a-48e6-984d-8081442d084b,18,Yoruba,entrepreneurial,M,2024_,: ,", ",: ,leadership,: ,The_tension,"recordedyears{r;ert wither, fk with.",cultural,2024-07-13 12:55:00
